filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20211122_151817_072_jpg.rf.e709c72fbc936e6453e853bd24ffcfa3.jpg,416,416,LAN_ethernet_port,118,218,152,246
IMG_20211122_151817_072_jpg.rf.e709c72fbc936e6453e853bd24ffcfa3.jpg,416,416,power_port,56,222,80,246
IMG_20211122_151817_072_jpg.rf.e709c72fbc936e6453e853bd24ffcfa3.jpg,416,416,power_switch,85,222,109,246
IMG_20211122_151805_032_jpg.rf.e5e062d70b3c5239ad2be9560967fa4f.jpg,416,416,power_port,153,225,170,248
IMG_20211122_151805_032_jpg.rf.e5e062d70b3c5239ad2be9560967fa4f.jpg,416,416,power_switch,174,229,195,249
IMG_20211122_151805_032_jpg.rf.e5e062d70b3c5239ad2be9560967fa4f.jpg,416,416,LAN_ethernet_port,200,228,230,256
IMG_20211122_151805_032_jpg.rf.e5e062d70b3c5239ad2be9560967fa4f.jpg,416,416,LAN_ethernet_port,231,236,258,261
IMG_20211122_151805_032_jpg.rf.e5e062d70b3c5239ad2be9560967fa4f.jpg,416,416,LAN_ethernet_port,259,241,286,267
IMG_20211122_151805_032_jpg.rf.e5e062d70b3c5239ad2be9560967fa4f.jpg,416,416,LAN_ethernet_port,287,244,316,269
IMG_20211122_151805_032_jpg.rf.e5e062d70b3c5239ad2be9560967fa4f.jpg,416,416,LAN_ethernet_port,317,249,347,273
IMG_20211122_151805_009_jpg.rf.ec46786c9efe577d76a2d254655ce38b.jpg,416,416,power_port,102,218,120,238
IMG_20211122_151805_009_jpg.rf.ec46786c9efe577d76a2d254655ce38b.jpg,416,416,power_switch,126,220,146,242
IMG_20211122_151805_009_jpg.rf.ec46786c9efe577d76a2d254655ce38b.jpg,416,416,LAN_ethernet_port,151,222,179,246
IMG_20211122_151805_009_jpg.rf.ec46786c9efe577d76a2d254655ce38b.jpg,416,416,LAN_ethernet_port,180,225,208,249
IMG_20211122_151805_009_jpg.rf.ec46786c9efe577d76a2d254655ce38b.jpg,416,416,LAN_ethernet_port,208,228,236,252
IMG_20211122_151805_009_jpg.rf.ec46786c9efe577d76a2d254655ce38b.jpg,416,416,LAN_ethernet_port,236,230,262,256
IMG_20211122_151805_009_jpg.rf.ec46786c9efe577d76a2d254655ce38b.jpg,416,416,WAN_ethernet_port,268,236,296,260
IMG_20211122_151805_013_jpg.rf.ea0504609c3cc055c94609f83f05a0a6.jpg,416,416,power_port,127,221,141,240
IMG_20211122_151805_013_jpg.rf.ea0504609c3cc055c94609f83f05a0a6.jpg,416,416,power_switch,150,225,165,244
IMG_20211122_151805_013_jpg.rf.ea0504609c3cc055c94609f83f05a0a6.jpg,416,416,LAN_ethernet_port,172,226,202,251
IMG_20211122_151805_013_jpg.rf.ea0504609c3cc055c94609f83f05a0a6.jpg,416,416,LAN_ethernet_port,203,229,230,254
IMG_20211122_151805_013_jpg.rf.ea0504609c3cc055c94609f83f05a0a6.jpg,416,416,LAN_ethernet_port,230,234,257,258
IMG_20211122_151805_013_jpg.rf.ea0504609c3cc055c94609f83f05a0a6.jpg,416,416,LAN_ethernet_port,259,237,286,264
IMG_20211122_151805_013_jpg.rf.ea0504609c3cc055c94609f83f05a0a6.jpg,416,416,WAN_ethernet_port,292,243,319,268
IMG_20211122_151709_003_jpg.rf.ea0eaf2b2985639b83e83b0cb0c1f0b3.jpg,416,416,power_port,97,170,109,190
IMG_20211122_151709_003_jpg.rf.ea0eaf2b2985639b83e83b0cb0c1f0b3.jpg,416,416,power_switch,108,181,128,199
IMG_20211122_151709_003_jpg.rf.ea0eaf2b2985639b83e83b0cb0c1f0b3.jpg,416,416,LAN_ethernet_port,132,186,158,212
IMG_20211122_151709_003_jpg.rf.ea0eaf2b2985639b83e83b0cb0c1f0b3.jpg,416,416,LAN_ethernet_port,154,198,182,224
IMG_20211122_151709_003_jpg.rf.ea0eaf2b2985639b83e83b0cb0c1f0b3.jpg,416,416,LAN_ethernet_port,178,209,206,235
IMG_20211122_151709_003_jpg.rf.ea0eaf2b2985639b83e83b0cb0c1f0b3.jpg,416,416,LAN_ethernet_port,203,221,233,249
IMG_20211122_151709_003_jpg.rf.ea0eaf2b2985639b83e83b0cb0c1f0b3.jpg,416,416,WAN_ethernet_port,234,234,266,264
IMG_20211122_151805_010_jpg.rf.ede1e94a439bdc011277d5950e6c5745.jpg,416,416,power_port,110,220,125,238
IMG_20211122_151805_010_jpg.rf.ede1e94a439bdc011277d5950e6c5745.jpg,416,416,power_switch,133,223,149,241
IMG_20211122_151805_010_jpg.rf.ede1e94a439bdc011277d5950e6c5745.jpg,416,416,LAN_ethernet_port,157,222,186,247
IMG_20211122_151805_010_jpg.rf.ede1e94a439bdc011277d5950e6c5745.jpg,416,416,LAN_ethernet_port,186,227,213,250
IMG_20211122_151805_010_jpg.rf.ede1e94a439bdc011277d5950e6c5745.jpg,416,416,LAN_ethernet_port,213,231,240,254
IMG_20211122_151805_010_jpg.rf.ede1e94a439bdc011277d5950e6c5745.jpg,416,416,LAN_ethernet_port,240,234,268,257
IMG_20211122_151805_010_jpg.rf.ede1e94a439bdc011277d5950e6c5745.jpg,416,416,WAN_ethernet_port,273,238,301,262
IMG_20211122_151817_024_jpg.rf.e753f149efa46d473cc100b425bfe5e0.jpg,416,416,WAN_ethernet_port,270,236,302,262
IMG_20211122_151817_024_jpg.rf.e753f149efa46d473cc100b425bfe5e0.jpg,416,416,LAN_ethernet_port,128,236,164,262
IMG_20211122_151817_024_jpg.rf.e753f149efa46d473cc100b425bfe5e0.jpg,416,416,LAN_ethernet_port,165,236,199,262
IMG_20211122_151817_024_jpg.rf.e753f149efa46d473cc100b425bfe5e0.jpg,416,416,LAN_ethernet_port,200,237,232,263
IMG_20211122_151817_024_jpg.rf.e753f149efa46d473cc100b425bfe5e0.jpg,416,416,LAN_ethernet_port,233,237,267,263
IMG_20211122_151817_024_jpg.rf.e753f149efa46d473cc100b425bfe5e0.jpg,416,416,power_port,66,241,86,261
IMG_20211122_151817_024_jpg.rf.e753f149efa46d473cc100b425bfe5e0.jpg,416,416,power_switch,95,238,121,266
IMG_20211122_151709_086_jpg.rf.ec3553bd556b592c017f8df1b92614ee.jpg,416,416,power_port,111,191,125,207
IMG_20211122_151709_086_jpg.rf.ec3553bd556b592c017f8df1b92614ee.jpg,416,416,power_switch,125,197,145,214
IMG_20211122_151709_086_jpg.rf.ec3553bd556b592c017f8df1b92614ee.jpg,416,416,LAN_ethernet_port,150,200,173,223
IMG_20211122_151709_086_jpg.rf.ec3553bd556b592c017f8df1b92614ee.jpg,416,416,LAN_ethernet_port,172,208,195,230
IMG_20211122_151709_086_jpg.rf.ec3553bd556b592c017f8df1b92614ee.jpg,416,416,LAN_ethernet_port,196,214,221,238
IMG_20211122_151709_086_jpg.rf.ec3553bd556b592c017f8df1b92614ee.jpg,416,416,LAN_ethernet_port,220,222,245,247
IMG_20211122_151709_086_jpg.rf.ec3553bd556b592c017f8df1b92614ee.jpg,416,416,WAN_ethernet_port,248,233,276,257
IMG_20211122_151805_019_jpg.rf.ea34c70825e3dfa6c100f10d333e26b5.jpg,416,416,power_port,163,224,180,246
IMG_20211122_151805_019_jpg.rf.ea34c70825e3dfa6c100f10d333e26b5.jpg,416,416,power_switch,184,229,204,248
IMG_20211122_151805_019_jpg.rf.ea34c70825e3dfa6c100f10d333e26b5.jpg,416,416,LAN_ethernet_port,209,229,238,255
IMG_20211122_151805_019_jpg.rf.ea34c70825e3dfa6c100f10d333e26b5.jpg,416,416,LAN_ethernet_port,238,233,264,259
IMG_20211122_151805_019_jpg.rf.ea34c70825e3dfa6c100f10d333e26b5.jpg,416,416,LAN_ethernet_port,264,239,293,264
IMG_20211122_151805_019_jpg.rf.ea34c70825e3dfa6c100f10d333e26b5.jpg,416,416,LAN_ethernet_port,294,245,321,270
IMG_20211122_151805_019_jpg.rf.ea34c70825e3dfa6c100f10d333e26b5.jpg,416,416,WAN_ethernet_port,325,250,351,276
IMG_20211122_151709_057_jpg.rf.ebc67e389032108da32f8cc019936f19.jpg,416,416,power_port,165,162,178,174
IMG_20211122_151709_057_jpg.rf.ebc67e389032108da32f8cc019936f19.jpg,416,416,power_switch,178,174,193,190
IMG_20211122_151709_057_jpg.rf.ebc67e389032108da32f8cc019936f19.jpg,416,416,LAN_ethernet_port,196,184,218,205
IMG_20211122_151709_057_jpg.rf.ebc67e389032108da32f8cc019936f19.jpg,416,416,LAN_ethernet_port,216,200,239,221
IMG_20211122_151709_057_jpg.rf.ebc67e389032108da32f8cc019936f19.jpg,416,416,LAN_ethernet_port,234,213,256,233
IMG_20211122_151709_057_jpg.rf.ebc67e389032108da32f8cc019936f19.jpg,416,416,LAN_ethernet_port,251,228,275,248
IMG_20211122_151709_057_jpg.rf.ebc67e389032108da32f8cc019936f19.jpg,416,416,WAN_ethernet_port,274,245,296,265
IMG_20211122_151709_091_jpg.rf.e94797fe5f994119e9fb654f442ac39b.jpg,416,416,power_port,111,199,124,214
IMG_20211122_151709_091_jpg.rf.e94797fe5f994119e9fb654f442ac39b.jpg,416,416,power_switch,125,203,143,219
IMG_20211122_151709_091_jpg.rf.e94797fe5f994119e9fb654f442ac39b.jpg,416,416,LAN_ethernet_port,149,207,172,228
IMG_20211122_151709_091_jpg.rf.e94797fe5f994119e9fb654f442ac39b.jpg,416,416,LAN_ethernet_port,173,213,196,235
IMG_20211122_151709_091_jpg.rf.e94797fe5f994119e9fb654f442ac39b.jpg,416,416,LAN_ethernet_port,196,219,220,241
IMG_20211122_151709_091_jpg.rf.e94797fe5f994119e9fb654f442ac39b.jpg,416,416,LAN_ethernet_port,220,224,246,249
IMG_20211122_151709_091_jpg.rf.e94797fe5f994119e9fb654f442ac39b.jpg,416,416,WAN_ethernet_port,250,234,278,258
IMG_20211122_151817_087_jpg.rf.e7091bc5680164632359ff521310574f.jpg,416,416,power_switch,88,202,110,224
IMG_20211122_151817_087_jpg.rf.e7091bc5680164632359ff521310574f.jpg,416,416,power_port,61,202,81,226
IMG_20211122_151817_087_jpg.rf.e7091bc5680164632359ff521310574f.jpg,416,416,LAN_ethernet_port,120,202,154,228
IMG_20211122_151817_087_jpg.rf.e7091bc5680164632359ff521310574f.jpg,416,416,LAN_ethernet_port,155,203,187,229
IMG_20211122_151817_087_jpg.rf.e7091bc5680164632359ff521310574f.jpg,416,416,LAN_ethernet_port,188,203,218,229
IMG_20211122_151817_087_jpg.rf.e7091bc5680164632359ff521310574f.jpg,416,416,LAN_ethernet_port,218,204,250,230
IMG_20211122_151817_087_jpg.rf.e7091bc5680164632359ff521310574f.jpg,416,416,WAN_ethernet_port,253,206,285,232
IMG_20211122_151805_014_jpg.rf.e78674699891b611d09c90b547f432b6.jpg,416,416,power_port,135,221,148,243
IMG_20211122_151805_014_jpg.rf.e78674699891b611d09c90b547f432b6.jpg,416,416,power_switch,156,225,175,245
IMG_20211122_151805_014_jpg.rf.e78674699891b611d09c90b547f432b6.jpg,416,416,LAN_ethernet_port,180,227,208,252
IMG_20211122_151805_014_jpg.rf.e78674699891b611d09c90b547f432b6.jpg,416,416,LAN_ethernet_port,209,232,235,257
IMG_20211122_151805_014_jpg.rf.e78674699891b611d09c90b547f432b6.jpg,416,416,LAN_ethernet_port,237,235,264,259
IMG_20211122_151805_014_jpg.rf.e78674699891b611d09c90b547f432b6.jpg,416,416,LAN_ethernet_port,266,239,292,264
IMG_20211122_151805_014_jpg.rf.e78674699891b611d09c90b547f432b6.jpg,416,416,WAN_ethernet_port,300,244,325,269
IMG_20211122_151805_023_jpg.rf.ea2856b52f8d1559107a4ca745391b07.jpg,416,416,power_port,170,224,188,244
IMG_20211122_151805_023_jpg.rf.ea2856b52f8d1559107a4ca745391b07.jpg,416,416,power_switch,192,227,212,249
IMG_20211122_151805_023_jpg.rf.ea2856b52f8d1559107a4ca745391b07.jpg,416,416,LAN_ethernet_port,218,228,248,256
IMG_20211122_151805_023_jpg.rf.ea2856b52f8d1559107a4ca745391b07.jpg,416,416,LAN_ethernet_port,248,235,276,261
IMG_20211122_151805_023_jpg.rf.ea2856b52f8d1559107a4ca745391b07.jpg,416,416,LAN_ethernet_port,276,240,304,264
IMG_20211122_151805_023_jpg.rf.ea2856b52f8d1559107a4ca745391b07.jpg,416,416,LAN_ethernet_port,304,244,332,270
IMG_20211122_151805_023_jpg.rf.ea2856b52f8d1559107a4ca745391b07.jpg,416,416,WAN_ethernet_port,336,250,362,276
IMG_20211122_151709_080_jpg.rf.e890d29b6f46b37cae652e7b50e2e870.jpg,416,416,power_port,122,182,135,195
IMG_20211122_151709_080_jpg.rf.e890d29b6f46b37cae652e7b50e2e870.jpg,416,416,power_switch,136,188,152,205
IMG_20211122_151709_080_jpg.rf.e890d29b6f46b37cae652e7b50e2e870.jpg,416,416,LAN_ethernet_port,158,193,182,215
IMG_20211122_151709_080_jpg.rf.e890d29b6f46b37cae652e7b50e2e870.jpg,416,416,LAN_ethernet_port,181,202,205,224
IMG_20211122_151709_080_jpg.rf.e890d29b6f46b37cae652e7b50e2e870.jpg,416,416,LAN_ethernet_port,204,212,229,233
IMG_20211122_151709_080_jpg.rf.e890d29b6f46b37cae652e7b50e2e870.jpg,416,416,LAN_ethernet_port,228,220,254,244
IMG_20211122_151709_080_jpg.rf.e890d29b6f46b37cae652e7b50e2e870.jpg,416,416,WAN_ethernet_port,256,233,284,256
IMG_20211122_151709_038_jpg.rf.eef0dccde163a86196d034b0f6a2cc8f.jpg,416,416,power_port,172,182,184,196
IMG_20211122_151709_038_jpg.rf.eef0dccde163a86196d034b0f6a2cc8f.jpg,416,416,power_switch,185,192,201,210
IMG_20211122_151709_038_jpg.rf.eef0dccde163a86196d034b0f6a2cc8f.jpg,416,416,LAN_ethernet_port,206,202,228,224
IMG_20211122_151709_038_jpg.rf.eef0dccde163a86196d034b0f6a2cc8f.jpg,416,416,LAN_ethernet_port,224,216,250,236
IMG_20211122_151709_038_jpg.rf.eef0dccde163a86196d034b0f6a2cc8f.jpg,416,416,LAN_ethernet_port,244,229,270,251
IMG_20211122_151709_038_jpg.rf.eef0dccde163a86196d034b0f6a2cc8f.jpg,416,416,LAN_ethernet_port,265,244,291,264
IMG_20211122_151709_038_jpg.rf.eef0dccde163a86196d034b0f6a2cc8f.jpg,416,416,WAN_ethernet_port,289,258,315,280
IMG_20211122_151709_060_jpg.rf.f0373265e948dd38bd0561f1338fbe83.jpg,416,416,power_port,164,162,178,176
IMG_20211122_151709_060_jpg.rf.f0373265e948dd38bd0561f1338fbe83.jpg,416,416,power_switch,177,174,193,190
IMG_20211122_151709_060_jpg.rf.f0373265e948dd38bd0561f1338fbe83.jpg,416,416,LAN_ethernet_port,196,184,220,206
IMG_20211122_151709_060_jpg.rf.f0373265e948dd38bd0561f1338fbe83.jpg,416,416,LAN_ethernet_port,214,198,238,220
IMG_20211122_151709_060_jpg.rf.f0373265e948dd38bd0561f1338fbe83.jpg,416,416,LAN_ethernet_port,232,211,256,233
IMG_20211122_151709_060_jpg.rf.f0373265e948dd38bd0561f1338fbe83.jpg,416,416,LAN_ethernet_port,252,227,276,249
IMG_20211122_151709_060_jpg.rf.f0373265e948dd38bd0561f1338fbe83.jpg,416,416,WAN_ethernet_port,274,244,298,264
IMG_20211122_151709_032_jpg.rf.e7adc58583d24453f36ef463a32b47b0.jpg,416,416,power_port,164,176,178,194
IMG_20211122_151709_032_jpg.rf.e7adc58583d24453f36ef463a32b47b0.jpg,416,416,power_switch,177,189,197,207
IMG_20211122_151709_032_jpg.rf.e7adc58583d24453f36ef463a32b47b0.jpg,416,416,LAN_ethernet_port,199,196,223,220
IMG_20211122_151709_032_jpg.rf.e7adc58583d24453f36ef463a32b47b0.jpg,416,416,LAN_ethernet_port,219,210,243,232
IMG_20211122_151709_032_jpg.rf.e7adc58583d24453f36ef463a32b47b0.jpg,416,416,LAN_ethernet_port,240,223,264,245
IMG_20211122_151709_032_jpg.rf.e7adc58583d24453f36ef463a32b47b0.jpg,416,416,LAN_ethernet_port,262,236,286,258
IMG_20211122_151709_032_jpg.rf.e7adc58583d24453f36ef463a32b47b0.jpg,416,416,WAN_ethernet_port,286,254,314,274
IMG_20211122_151805_039_jpg.rf.ef3b056ed9b9654637b55be27ab7377b.jpg,416,416,power_port,128,224,146,245
IMG_20211122_151805_039_jpg.rf.ef3b056ed9b9654637b55be27ab7377b.jpg,416,416,power_switch,152,227,172,248
IMG_20211122_151805_039_jpg.rf.ef3b056ed9b9654637b55be27ab7377b.jpg,416,416,LAN_ethernet_port,178,228,208,254
IMG_20211122_151805_039_jpg.rf.ef3b056ed9b9654637b55be27ab7377b.jpg,416,416,LAN_ethernet_port,209,232,236,258
IMG_20211122_151805_039_jpg.rf.ef3b056ed9b9654637b55be27ab7377b.jpg,416,416,LAN_ethernet_port,237,237,264,262
IMG_20211122_151805_039_jpg.rf.ef3b056ed9b9654637b55be27ab7377b.jpg,416,416,LAN_ethernet_port,264,242,292,267
IMG_20211122_151805_039_jpg.rf.ef3b056ed9b9654637b55be27ab7377b.jpg,416,416,WAN_ethernet_port,298,247,326,270
IMG_20211122_151817_067_jpg.rf.eeccc28c048787dab49e72764a569887.jpg,416,416,WAN_ethernet_port,249,223,277,246
IMG_20211122_151817_067_jpg.rf.eeccc28c048787dab49e72764a569887.jpg,416,416,LAN_ethernet_port,188,224,217,248
IMG_20211122_151817_067_jpg.rf.eeccc28c048787dab49e72764a569887.jpg,416,416,LAN_ethernet_port,217,224,246,248
IMG_20211122_151817_067_jpg.rf.eeccc28c048787dab49e72764a569887.jpg,416,416,LAN_ethernet_port,157,226,187,250
IMG_20211122_151817_067_jpg.rf.eeccc28c048787dab49e72764a569887.jpg,416,416,LAN_ethernet_port,123,226,157,253
IMG_20211122_151817_067_jpg.rf.eeccc28c048787dab49e72764a569887.jpg,416,416,power_port,63,230,83,252
IMG_20211122_151817_067_jpg.rf.eeccc28c048787dab49e72764a569887.jpg,416,416,power_switch,90,230,114,255
IMG_20211122_151805_031_jpg.rf.f21d5fdcd0caceb27d97371ec3a55f0d.jpg,416,416,power_port,157,226,173,246
IMG_20211122_151805_031_jpg.rf.f21d5fdcd0caceb27d97371ec3a55f0d.jpg,416,416,power_switch,180,230,196,248
IMG_20211122_151805_031_jpg.rf.f21d5fdcd0caceb27d97371ec3a55f0d.jpg,416,416,LAN_ethernet_port,204,231,234,255
IMG_20211122_151805_031_jpg.rf.f21d5fdcd0caceb27d97371ec3a55f0d.jpg,416,416,LAN_ethernet_port,234,236,260,260
IMG_20211122_151805_031_jpg.rf.f21d5fdcd0caceb27d97371ec3a55f0d.jpg,416,416,LAN_ethernet_port,260,240,288,266
